"Code CCAM de l’acte, Code de la consultation et éventuellement de la majoration","ccam","label","chapterCode","chapterLabel","parentCode","parentLabel","topographie","topographieLabel","action","actionLabel","modeAcces","modeAccesLabel","code","Famille d’acte","familleLabel"
"CBMA0110","CBMA011","myringoplastie avec décollement du lambeau tympanoméatal et exploration mastoïdoatticale","03","oreille","03.03.01.02","myringoplastie et tympanoplastie","CB","oreille moyenne","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","011","11","actes médicaux et chirurgicaux sur le tympan (otites, ablation de corps étranger de la caisse du tympan...)"
"CBMD0010","CBMD001","tympanoplastie en technique fermée, avec tympanotomie postérieure","03","oreille","03.03.01.02","myringoplastie et tympanoplastie","CB","oreille moyenne","M","fabriquer/préparer/régler/réparer/réviser","D","accès transorificiel","001","11","actes médicaux et chirurgicaux sur le tympan (otites, ablation de corps étranger de la caisse du tympan...)"
"CBPA0020","CBPA002","platinotomie sans laser ou platinectomie, avec rétablissement de l'effet columellaire","03","oreille","03.03.02.04","actes thérapeutiques sur les osselets de l'oreille moyenne","CB","oreille moyenne","P","couper/libérer/séparer","A","abord ouvert","002","30","chirurgie de la surdité (hors implants cochléaires)"
"CBPA0030","CBPA003","platinotomie avec laser, avec rétablissement de l'effet columellaire","03","oreille","03.03.02.04","actes thérapeutiques sur les osselets de l'oreille moyenne","CB","oreille moyenne","P","couper/libérer/séparer","A","abord ouvert","003","30","chirurgie de la surdité (hors implants cochléaires)"
"CBPD0010","CBPD001","myringotomie unilatérale ou bilatérale","03","oreille","03.03.01.01","myringotomie. Pose et ablation d'aérateur transtympanique","CB","oreille moyenne","P","couper/libérer/séparer","D","accès transorificiel","001","11","actes médicaux et chirurgicaux sur le tympan (otites, ablation de corps étranger de la caisse du tympan...)"
"CBQD0010","CBQD001","tympanométrie","03","oreille","03.01.01.01","audiométrie, impédancemétrie","CB","oreille moyenne","Q","guider/enregistrer/examiner/mesurer","D","accès transorificiel","001","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0020","CDQP002","audiométrie tonale et vocale avec tympanométrie","03","oreille","03.01.01.01","audiométrie, impédancemétrie","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","002","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0060","CDQP006","enregistrement des potentiels évoqués auditifs précoces pour recherche de seuil, étude des temps de conduction et mesure des amplitudes, sans anesthésie générale","01","système nerveux central, périphérique et autonome","01.01.09.02","potentiels évoqués auditifs [PEA] et vestibulaires","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","006","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0070","CDQP007","audiométrie en champ libre et en cabine chez l'enfant [tests conditionnés]","03","oreille","03.01.01.01","audiométrie, impédancemétrie","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","007","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0080","CDQP008","enregistrement des potentiels évoqués auditifs de moyennes et de longues latences avec mesure des amplitudes et latences des réponses","01","système nerveux central, périphérique et autonome","01.01.09.02","potentiels évoqués auditifs [PEA] et vestibulaires","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","008","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0100","CDQP010","audiométrie tonale ou vocale","03","oreille","03.01.01.01","audiométrie, impédancemétrie","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","010","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0110","CDQP011","audiométrie vocale dans le bruit","03","oreille","03.01.01.01","audiométrie, impédancemétrie","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","011","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0120","CDQP012","audiométrie tonale et vocale","03","oreille","03.01.01.01","audiométrie, impédancemétrie","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","012","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0150","CDQP015","audiométrie tonale avec tympanométrie","03","oreille","03.01.01.01","audiométrie, impédancemétrie","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","015","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDQP0170","CDQP017","enregistrement des potentiels évoqués auditifs précoces pour étude des temps de conduction et mesure des amplitudes","01","système nerveux central, périphérique et autonome","01.01.09.02","potentiels évoqués auditifs [PEA] et vestibulaires","CD","audition","Q","guider/enregistrer/examiner/mesurer","P","acte par autre moyen, sans accès, ou non précisé","017","117","exploration de l’audition, de l’équilibre et des vertiges"
"CDRP0020","CDRP002","épreuves de dépistage de surdité avant l'âge de 3 ans","03","oreille","03.01.01.01","audiométrie, impédancemétrie","CD","audition","R","éduquer/provoquer/rééduquer","P","acte par autre moyen, sans accès, ou non précisé","002","117","exploration de l’audition, de l’équilibre et des vertiges"
"CERP0010","CERP001","épreuve vestibulaire bicalorique calibrée avec électronystagmographie ou vidéonystagmographie","03","oreille","03.01.01.05","examen vestibulaire clinique et instrumental","CE","équilibre","R","éduquer/provoquer/rééduquer","P","acte par autre moyen, sans accès, ou non précisé","001","117","exploration de l’audition, de l’équilibre et des vertiges"
"CERP0020","CERP002","séance de rééducation de la fonction vestibulaire labyrinthique","03","oreille","03.04.03","autres actes thérapeutiques sur l'oreille interne","CE","équilibre","R","éduquer/provoquer/rééduquer","P","acte par autre moyen, sans accès, ou non précisé","002","181","rééducation des vertiges et de l’équilibre"
"CERP0030","CERP003","épreuve vestibulaire bicalorique calibrée, pendulaire ou rotatoire avec électronystagmographie ou vidéonystagmographie, et tests oculographiques","03","oreille","03.01.01.05","examen vestibulaire clinique et instrumental","CE","équilibre","R","éduquer/provoquer/rééduquer","P","acte par autre moyen, sans accès, ou non précisé","003","117","exploration de l’audition, de l’équilibre et des vertiges"
"CERP0040","CERP004","épreuve vestibulaire pendulaire ou rotatoire avec électronystagmographie ou vidéonystagmographie","03","oreille","03.01.01.05","examen vestibulaire clinique et instrumental","CE","équilibre","R","éduquer/provoquer/rééduquer","P","acte par autre moyen, sans accès, ou non précisé","004","117","exploration de l’audition, de l’équilibre et des vertiges"
"DAQL0010","DAQL001","tomoscintigraphie de perfusion myocardique après épreuve d'effort ou épreuve pharmacologique, sans synchronisation à l'électrocardiogramme","04","appareil circulatoire","04.01.07","scintigraphie de l'appareil circulatoire","DA","myocarde, cavités et cloisons cardiaques","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","001","191","scintigraphie du coeur et des vaisseaux"
"DAQL0020","DAQL002","scintigraphie des cavités cardiaques au repos selon 1 incidence","04","appareil circulatoire","04.01.07","scintigraphie de l'appareil circulatoire","DA","myocarde, cavités et cloisons cardiaques","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","002","191","scintigraphie du coeur et des vaisseaux"
"DAQL0090","DAQL009","tomoscintigraphie de perfusion myocardique de repos, avec tomoscintigraphie de perfusion myocardique après épreuve d'effort ou épreuve pharmacologique avec synchronisation à l'électrocardiogramme","04","appareil circulatoire","04.01.07","scintigraphie de l'appareil circulatoire","DA","myocarde, cavités et cloisons cardiaques","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","009","191","scintigraphie du coeur et des vaisseaux"
"DAQL0100","DAQL010","tomoscintigraphie de perfusion myocardique après épreuve d'effort ou épreuve pharmacologique, avec synchronisation à l'électrocardiogramme","04","appareil circulatoire","04.01.07","scintigraphie de l'appareil circulatoire","DA","myocarde, cavités et cloisons cardiaques","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","010","191","scintigraphie du coeur et des vaisseaux"
"DAQL0110","DAQL011","tomoscintigraphie de perfusion myocardique de repos, avec tomoscintigraphie de perfusion myocardique après épreuve d'effort ou épreuve pharmacologique sans synchronisation à l'électrocardiogramme","04","appareil circulatoire","04.01.07","scintigraphie de l'appareil circulatoire","DA","myocarde, cavités et cloisons cardiaques","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","011","191","scintigraphie du coeur et des vaisseaux"
"DAQL0140","DAQL014","tomoscintigraphie de perfusion myocardique de repos, avec synchronisation à l'électrocardiogramme","04","appareil circulatoire","04.01.07","scintigraphie de l'appareil circulatoire","DA","myocarde, cavités et cloisons cardiaques","Q","guider/enregistrer/examiner/mesurer","L","acte par agent ionisant","014","191","scintigraphie du coeur et des vaisseaux"
"DAQM0030","DAQM003","échocardiographie transthoracique continue avec épreuve pharmacologique de stress, pour étude de la viabilité et/ou de l'ischémie du myocarde","04","appareil circulatoire","04.01.03.02","échocardiographie de stress","DA","myocarde, cavités et cloisons cardiaques","Q","guider/enregistrer/examiner/mesurer","M","acte par ultrasons, sans accès","003","91","echodoppler cardiaque d’effort et électrocardiogramme (ECG) d’effort"
"DASA0030","DASA003","fermeture d'une communication interatriale, par thoracotomie avec CEC","04","appareil circulatoire","04.06.01.01","actes thérapeutiques sur les cloisons du coeur, à l'étage atrial","DA","myocarde, cavités et cloisons cardiaques","S","occlure","A","abord ouvert","003","44","chirurgie de malformation du coeur"
"DASA0120","DASA012","fermeture d'une communication interventriculaire sans pose d'un conduit extracardiaque, par thoracotomie avec CEC","04","appareil circulatoire","04.06.01.02","actes thérapeutiques sur les cloisons du coeur, à l'étage ventriculaire","DA","myocarde, cavités et cloisons cardiaques","S","occlure","A","abord ouvert","012","44","chirurgie de malformation du coeur"
"DASF0010","DASF001","fermeture du conduit artériel, par voie vasculaire transcutanée","04","appareil circulatoire","04.06.06","interruption du conduit [canal] artériel","DA","myocarde, cavités et cloisons cardiaques","S","occlure","F","accès intraluminal transpariétal","001","44","chirurgie de malformation du coeur"
"DASF0040","DASF004","fermeture d'une communication interatriale, par voie veineuse transcutanée","04","appareil circulatoire","04.06.01.01","actes thérapeutiques sur les cloisons du coeur, à l'étage atrial","DA","myocarde, cavités et cloisons cardiaques","S","occlure","F","accès intraluminal transpariétal","004","44","chirurgie de malformation du coeur"
"DBKA0020","DBKA002","remplacement de la valve atrioventriculaire gauche par prothèse en position non anatomique, par thoracotomie avec CEC","04","appareil circulatoire","04.02.02.04","remplacement des valves cardiaques","DB","valves cardiaques, endocarde","K","changer/remplacer","A","abord ouvert","002","67","chirurgie des valves du coeur"
"DBKA0060","DBKA006","remplacement de la valve aortique par prothèse mécanique ou bioprothèse avec armature, par thoracotomie avec CEC","04","appareil circulatoire","04.02.02.04","remplacement des valves cardiaques","DB","valves cardiaques, endocarde","K","changer/remplacer","A","abord ouvert","006","67","chirurgie des valves du coeur"
"DBKA0090","DBKA009","remplacement de la valve aortique et de la valve atrioventriculaire gauche par prothèse mécanique ou par bioprothèse avec armature, par thoracotomie avec CEC","04","appareil circulatoire","04.02.02.04","remplacement des valves cardiaques","DB","valves cardiaques, endocarde","K","changer/remplacer","A","abord ouvert","009","67","chirurgie des valves du coeur"
